41,14,994
19,4,533
6,3,234
11,17,385
58,4,430
50,55,913
43,18,474
32,40,85
19,51,515
13,53,166
36,12,672
24,22,781
1,21,424
41,47,479
17,11,648
23,22,566
18,40,436
9,40,535
46,18,290
18,58,291
7,18,258
15,39,794
32,5,273
54,60,790
38,48,219
56,18,382
50,57,574
15,43,909
23,48,40
48,58,840
21,8,987
41,2,103
26,14,240
7,44,252
40,12,475
17,18,580
42,53,961
6,4,631
24,36,560
58,20,943
20,26,696
28,30,499
42,3,823
29,39,269
47,8,201
15,4,25
57,20,904
29,51,942
4,14,471
13,53,821
10,1,761
30,31,527
23,56,349
58,56,436
38,43,740
48,29,367
13,28,909
52,29,962
32,46,264
44,27,132
38,29,506
21,27,32
34,20,225
32,22,524
29,48,49
17,54,915
47,60,229
30,31,568
17,4,830
11,50,253
53,48,954
24,18,632
50,6,384
57,51,933
6,15,14
44,22,205
29,60,173
30,21,87
7,49,243
15,11,475
57,57,664
53,59,771
1,58,253
27,46,114
37,38,56
34,18,358
57,32,211
7,29,867
6,31,686
45,36,896
17,27,575
30,60,588
3,42,424
25,10,157
43,4,975
44,24,720
50,55,891
3,44,671
17,16,110
48,35,31
8,54,248
54,26,703
34,2,828
52,4,114
25,50,197
6,60,569
32,25,615
36,56,289
20,11,601
18,53,528
56,3,781
35,26,93
43,39,379
39,12,788
27,34,148
44,58,145
36,16,136
1,32,155
51,2,956
27,53,757
2,43,613
4,10,759
27,49,978
29,18,350
24,49,771
1,3,452
29,16,362
5,37,671
3,32,948
2,36,785
49,56,294
48,36,469
46,38,228
1,14,86
15,12,981
57,9,467
40,3,988
27,9,666
43,8,627
16,1,999
38,25,698
12,53,877
2,10,707
54,47,469
37,8,807
51,53,688
56,36,966
22,38,557
51,31,873
24,3,761
34,23,786
46,24,328
53,20,853
42,53,554
48,47,891
36,32,987
26,43,260
10,56,248
13,14,598
6,13,583
32,44,9
22,10,923
47,13,129
31,47,235
9,19,343
43,53,753
21,2,205
54,25,115
42,15,302
17,32,559
30,20,96
9,31,28
26,41,456
33,48,137
32,56,613
25,16,728
48,6,272
11,43,241
53,24,476
24,7,336
47,32,629
40,47,569
23,33,457
21,59,669
56,8,641
1,23,712
42,27,548
16,60,377
45,18,223
23,3,238
5,28,507
7,60,382
43,6,47
46,8,843
6,11,457
12,45,730
44,52,433
6,42,169
15,23,209
58,39,285
33,35,257
55,18,550
50,47,422
54,39,69
1,1,848
1,47,80
46,32,41
46,32,263
9,39,839
58,40,546
5,26,740
41,45,378
42,42,961
26,28,813
38,54,197
5,40,739
19,30,465
38,22,971
26,54,348
7,51,110
1,21,531
25,11,933
55,57,748
16,50,627
22,10,481
35,8,916
10,18,464
22,54,767
1,7,312
46,41,272
56,47,61
10,42,580
42,30,64
36,56,834
57,39,245
11,29,520
1,25,759
42,19,151
32,37,79
37,45,85
18,39,219
13,29,422
42,14,707
55,44,77
42,27,663
22,49,705
43,9,307
44,13,517
25,37,576
4,17,405
6,56,266
49,60,267
18,15,288
3,15,193
30,51,953
40,4,576
32,9,674
15,35,429
9,6,823
9,51,861
15,20,698
20,9,376
14,12,662
19,41,448
58,21,299
5,59,565
2,21,975
54,7,722
37,59,574
28,19,667
32,48,9
14,8,302
51,33,913
43,54,665
45,34,250
42,13,250
55,60,800
58,57,436
49,59,413
11,46,686
21,37,998
38,18,77
11,47,572
32,4,468
9,27,828
1,7,760
44,58,577
55,21,498
15,31,188
48,43,83
29,33,775
49,18,821
42,48,393
4,9,941
11,14,949
3,45,973
25,4,653
16,38,200
36,25,258
44,3,582
31,3,654
26,13,367
54,60,457
5,57,868
44,4,565
41,30,734
55,1,424
53,12,192
7,49,142
18,11,675
23,46,479
58,60,880
30,48,860
45,53,486
52,2,214
16,15,295
7,56,434
57,29,280
48,56,528
15,46,482
41,16,862
38,39,763
58,13,799
45,39,964
30,35,717
16,7,220
6,40,12
9,47,152
22,30,808
28,60,442
34,25,1000
6,14,876
19,29,655
50,26,406
7,27,507
6,56,497
4,18,759
40,37,579
21,28,336
55,31,853
25,17,214
1,34,358
3,60,851
52,27,337
4,51,36
22,26,100
18,6,287
27,42,808
15,50,877
39,9,443
34,58,210
52,28,876
9,5,326
24,36,118
38,43,316
37,40,401
55,13,965
3,29,816
11,57,418
46,36,836
43,6,857
58,8,775
58,47,892
13,3,331
56,37,747
42,14,174
58,21,99
1,17,101
14,58,856
23,18,543
43,1,988
58,36,454
48,53,894
22,52,884
9,30,650
3,49,964
48,40,322
9,27,749
35,50,55
21,46,809
22,8,163
1,9,552
18,56,68
25,8,363
21,55,68
1,1,713
32,32,549
44,43,811
36,32,340
54,49,909
56,21,698
4,56,332
36,8,825
52,5,391
21,19,893
22,19,609
18,57,351
32,25,26
15,56,14
15,34,969
34,36,882
57,43,375
26,16,49
27,53,937
50,22,68
13,32,822
17,57,492
18,16,508
13,49,263
40,16,920
7,7,218
11,3,362
23,45,485
29,38,185
48,25,915
44,11,980
4,26,567
30,26,227
30,58,169
24,9,878
55,36,416
16,15,641
6,9,302
19,26,651
25,2,716
29,7,106
26,26,741
4,27,615
3,37,871
58,42,639
34,26,454
43,7,599
11,56,948
3,40,611
23,18,56
1,9,180
12,20,443
2,53,847
37,47,304
43,17,66
46,29,634
34,38,851
36,36,73
31,9,654
1,21,594
55,2,957
23,25,181
7,41,667
53,17,578
17,51,270
52,34,141
6,32,660
39,17,366
40,20,55
22,15,274
1,1,792
46,20,616
50,26,542
48,44,839
11,18,915
8,45,642
30,1,583
6,5,176
56,12,597
32,3,463
40,33,178
50,32,536
42,41,918
4,23,737
4,27,219
53,27,705
46,31,935
54,31,798
41,38,882
36,13,255
39,45,413
40,2,170
30,36,824
11,16,809
44,38,227
48,45,206
56,32,748
58,27,441
56,55,883
6,49,550
31,11,487
33,51,802
50,35,587
32,7,992
57,35,464
8,15,109
47,6,939
58,23,46
16,57,25
4,8,476
48,23,605
48,26,831
36,20,940
46,36,868
15,9,439
13,60,950
25,22,618
57,60,591
12,38,667
58,8,328
35,32,833
12,60,609
36,6,685
15,50,247
35,4,143
10,35,331
48,43,387
1,56,559
11,60,626
52,33,190
42,47,911
26,21,165
15,56,555
17,14,80
44,47,950
39,27,146
13,20,746
34,43,754
38,59,900
31,46,844
52,38,686
49,2,220
32,19,216
30,40,227
13,31,175
15,13,945
52,42,344
16,29,724
22,47,959
58,39,467
38,6,283
21,57,708
13,12,861
48,40,523
46,38,138
17,8,423
2,6,213
28,41,846
49,24,831
27,50,733
43,57,769
7,34,768
11,42,409
18,52,906
10,16,651
17,1,550
24,44,294
44,30,87
23,36,64
17,46,150
30,12,508
44,58,671
56,6,900
34,58,988
19,7,425
8,9,824
51,24,987
3,7,449
7,56,565
40,40,860
1,54,305
49,3,308
42,30,978
13,40,249
2,34,860
11,52,893
40,56,799
29,12,350
11,43,31
25,9,243
3,54,605
28,60,416
44,60,120
49,29,906
34,7,926
30,2,388
52,42,69
48,28,878
23,16,159
29,10,117
52,47,233
42,27,17
57,55,282
29,20,448
46,32,618
7,26,142
11,40,602
32,47,614
17,13,187
31,48,216
27,1,22
1,23,762
5,38,617
31,58,313
40,52,827
2,36,103
30,16,873
17,43,741
58,39,163
44,44,796
18,29,407
14,43,914
53,17,981
33,55,165
33,40,617
25,3,419
17,27,464
17,10,230
57,23,965
49,46,70
42,13,598
24,50,825
52,32,930
48,5,249
22,49,552
14,2,440
48,4,123
13,35,567
35,45,699
29,42,877
42,27,731
13,52,989
16,28,545
22,36,470
40,37,108
30,30,454
4,47,379
30,44,605
13,57,972
9,41,982
28,34,84
30,47,430
32,45,617
8,45,439
31,14,488
58,12,841
7,4,983
38,57,316
48,7,202
39,5,441
2,39,302
44,43,802
5,46,680
57,44,116
12,47,842
32,32,389
22,13,759
6,60,106
23,12,97
21,22,377
28,44,651
24,42,50
18,27,733
34,3,114
36,2,825
3,27,609
32,47,556
30,24,988
14,4,685
33,39,75
42,1,982
28,40,304
40,38,201
5,22,737
3,36,628
13,59,636
2,6,969
51,3,614
36,47,759
19,30,342
2,58,411
56,58,462
37,10,823
8,41,463
43,31,534
43,22,409
8,30,323
1,53,485
15,31,261
26,31,842
55,31,367
49,12,911
8,36,70
12,10,218
51,25,307
13,4,558
7,1,666
18,40,798
43,56,6
58,46,594
33,15,18
15,7,290
58,32,994
22,1,957
35,23,421
40,54,89
20,18,577
11,11,270
29,31,829
53,55,533
33,15,844
26,18,189
13,2,2
19,47,724
14,54,467
26,25,758
51,22,777
14,36,847
53,3,934
40,25,395
19,56,127
53,8,216
6,27,519
2,19,589
30,7,87
28,27,161
10,13,594
14,32,554
1,60,205
1,44,758
25,16,357
56,31,955
36,15,145
9,34,923
39,26,946
14,47,102
1,13,534
48,43,42
31,47,335
6,4,881
36,35,126
14,51,163
1,9,646
25,23,981
46,14,314
10,36,121
44,57,411
18,3,266
46,54,812
16,26,630
36,5,634
55,20,663
29,33,2
19,4,37
46,50,31
6,48,818
41,48,770
22,54,196
49,4,427
16,33,265
36,53,339
7,40,400
8,12,156
48,29,390
42,2,602
3,29,914
35,56,948
41,58,773
4,49,542
7,40,515
36,4,744
48,48,506
51,1,527
2,4,281
16,35,908
21,6,384
16,9,59
8,34,940
25,28,999
57,12,513
1,20,832
28,9,962
31,12,390
5,7,943
13,25,607
16,2,153
9,45,363
12,22,91
23,28,555
16,22,925
20,1,479
57,57,100
47,45,350
41,37,965
51,54,589
24,11,381
2,11,837
11,50,514
25,44,788
40,44,311
53,17,707
43,24,862
10,36,714
13,7,645
12,21,12
51,29,221
32,31,228
4,13,753
